sale_date,sale_price,house_square_feet,attic_finished_square_feet,basement_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,hvac_description,exterior,interior,stories,roof_cover,year_built,bedrooms,bathrooms,waterfront_type,view_quality,utility_sewer
2020-01-14,400000,2359,0,0,600,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,185000,1236,0,300,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1900,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,220000,1222,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1900,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,250000,2052,0,1144,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1923,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,435000,1042,192,0,320,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1952,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-24,283000,996,0,0,338,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1952,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-14,245500,1066,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,1919,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-10,260000,1056,0,0,264,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1979,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-12,280000,1272,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1950,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-23,356099,1758,0,0,600,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1949,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,266615,1856,0,0,528,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1978,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,596139,3271,0,0,584,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,350000,1088,504,1088,0,440,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1922,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,350000,396,0,0,0,0,0,Electric Baseboard,Finished Cottage,,0,Composition Shingle,1951,0,0,,,SEWER/SEPTIC INSTALLED
2020-01-28,190000,952,0,896,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1941,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,840000,1288,0,630,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,840000,1288,340,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,840000,1232,0,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,840000,1310,0,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,565000,3010,0,0,624,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2015,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,430000,1794,0,0,400,0,0,Warm and Cool Air Zone,Frame Vinyl,Drywall,1,Composition Shingle,1989,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,300000,1056,0,0,462,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1976,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-30,197000,1334,0,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1995,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,369950,2643,0,0,0,0,1,Hot Water Baseboard,Frame Siding,Drywall,2,Composition Shingle,1980,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,291000,2016,0,0,0,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1968,3,2,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-24,515000,1268,0,1268,520,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1960,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,405000,2334,0,0,484,0,2,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1978,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,575000,1628,0,0,440,0,0,Forced Air,Frame Siding,Drywall,2,Wood Shake,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-01,430000,1895,0,0,458,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1991,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-20,706500,2664,0,0,589,0,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2018,5,4,,,SEWER/SEPTIC INSTALLED
2020-01-27,250000,1293,0,0,462,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1995,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,337500,820,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1941,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-28,399000,1672,0,0,220,0,0,Heat Pump,Frame Siding,Drywall,2,Formed Seam Metal,1955,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,641684,2238,0,0,506,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,240000,1470,0,936,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1928,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-26,280000,1034,430,520,0,400,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1919,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,305000,1642,0,0,360,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1953,5,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,308000,1087,0,0,484,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,2000,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,467000,1802,0,1802,525,672,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1974,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-29,302000,1312,0,0,0,672,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1948,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,475000,1956,0,0,0,784,1,Hot Water Baseboard,Frame Siding,Drywall,2,Composition Shingle,1978,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,332150,933,0,0,336,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1954,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-28,425000,2230,0,0,528,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1986,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,465000,2306,0,0,615,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2001,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,417500,1512,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1966,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,250000,1371,0,1347,576,0,1,Forced Air,Masonry Common Brick,Drywall,1,Composition Shingle,1961,5,2,WF Stream/Creek,,SEWER/SEPTIC INSTALLED
2020-01-23,407000,2331,0,0,638,0,1,Forced Air,Frame Siding,Drywall,2,Concrete Tile,1991,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,425000,2138,0,0,518,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1946,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-15,342000,1480,0,720,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1922,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,706875,2836,0,0,0,0,3,Forced Air,Frame Siding,Drywall,1,Built Up Rock,1968,3,4,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-15,313650,1487,0,0,0,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1895,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,597500,2219,0,0,572,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1993,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,206000,528,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1942,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-16,650000,2012,0,0,668,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2013,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,322500,830,0,0,308,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1951,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-16,457000,1081,0,1081,332,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1962,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,605000,2489,0,0,638,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,662000,2595,0,0,704,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2004,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,469950,2752,0,0,666,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2013,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-30,193000,984,0,442,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1925,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-24,315000,1508,0,0,462,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,2005,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,390855,2417,0,0,598,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,355000,2634,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2010,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,123497,2519,0,0,570,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2012,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,245000,992,0,0,326,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1971,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-30,248000,784,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1920,1,1,,,SEWER/SEPTIC INSTALLED
2020-01-13,482825,2571,0,0,462,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,254000,792,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1914,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-21,617500,3147,0,0,528,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1994,4,3,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-24,320000,1568,0,0,484,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,410000,1873,0,0,442,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1998,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,147500,960,0,0,306,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1949,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,345000,1702,0,0,440,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1994,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-25,715000,2630,0,0,658,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2016,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-29,305000,1182,0,0,458,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,230000,1244,0,0,0,480,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1903,4,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,201000,1008,0,0,220,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1969,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-28,542000,1825,0,0,528,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2016,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,370000,1830,0,0,400,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2007,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,415608,1775,802,0,380,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,260000,1064,0,0,480,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1968,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,218000,910,0,0,330,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1986,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-29,435000,2355,0,0,750,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1919,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-30,370000,1281,0,0,440,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1988,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,434500,2637,0,0,620,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2016,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,399950,1326,0,0,336,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,410000,2303,0,0,596,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,1025000,6295,0,2335,1365,0,1,Heat Pump,Frame Stucco,Drywall,2,Composition Shingle,2006,5,5,,View Avg,SEWER/SEPTIC INSTALLED
2020-01-27,260000,1250,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1997,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,367500,1680,0,0,545,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1979,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-25,200000,1600,0,0,156,0,1,Forced Air,Frame Vinyl,Drywall,2,Preformed Metal,1982,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,360000,480,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1950,1,1,,View Avg +,SEWER/SEPTIC INSTALLED
2020-01-27,280000,1352,0,0,269,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1950,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,404500,2634,0,0,432,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2007,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,380000,1820,0,0,380,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,590000,2419,0,0,847,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1990,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,424150,1833,0,0,484,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,434000,1917,0,0,656,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1991,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,509950,2734,0,684,528,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1927,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,200000,1808,0,1064,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1920,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-29,340000,1232,0,616,0,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1907,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-24,325000,1382,0,0,420,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2011,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,690000,2486,0,1088,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1920,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-30,570000,2016,0,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1946,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,550000,2972,0,2412,0,0,0,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1955,4,4,,,SEWER/SEPTIC INSTALLED
2020-01-27,190000,600,432,0,209,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1943,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-22,402950,1930,0,0,494,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,247000,1621,0,0,440,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2000,3,2,,View Avg,SEWER/SEPTIC INSTALLED
2020-01-28,467500,2032,0,0,594,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,209000,1502,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1890,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,380000,2545,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2007,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-02,445000,2116,0,0,0,576,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1956,5,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,348000,1804,0,0,470,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,343000,1545,0,0,301,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1961,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-03,569950,3195,0,0,580,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,4,,,SEWER/SEPTIC INSTALLED
2020-01-17,409396,1764,802,0,400,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-30,432875,835,360,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1943,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,460000,2755,0,0,676,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1989,3,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-29,381500,1699,0,0,0,0,1,Forced Air,Frame Rustic Log,Drywall,2,Formed Seam Metal,1999,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,190644,1332,0,0,394,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,339000,1816,0,0,625,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1977,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,350000,2213,0,0,541,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1997,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,610000,2724,0,854,801,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Concrete Tile,1996,5,4,,,SEWER/SEPTIC INSTALLED
2020-01-31,599995,2707,0,0,662,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,594000,3071,0,0,804,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-29,465000,2302,0,0,420,0,0,Heat Pump,Frame Siding,Drywall,2,Wood Shake,1991,4,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-29,499995,2255,0,1463,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1924,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,435000,2166,0,0,575,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1988,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,295000,768,384,0,0,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1946,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,310000,1334,0,0,483,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,649500,1795,0,0,0,0,1,Heat Pump,Frame Rustic Log,Drywall,2,Wood Shake,1997,3,2,WF Stream/Creek,,SEWER/SEPTIC INSTALLED
2020-01-09,537871,2836,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-29,372500,1168,588,0,0,624,1,Electric Baseboard,Masonry Common Brick,Drywall,1,Composition Shingle,1940,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,260000,1698,0,862,538,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1972,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,310000,1279,0,0,220,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,300000,1322,0,0,432,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1977,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,262750,720,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1943,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-29,244600,1400,0,0,288,0,1,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,1983,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,47503,1548,0,0,504,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1972,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-30,345000,756,0,720,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1927,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-29,265000,1900,400,848,0,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1905,4,4,,,SEWER/SEPTIC INSTALLED
2020-01-31,374600,1816,0,0,392,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,650000,2356,0,0,483,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2004,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,412500,1646,0,480,0,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1915,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,351350,1146,0,840,0,720,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1948,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,366900,1482,0,0,400,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-29,420000,2447,0,0,380,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2007,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-30,525000,2095,0,0,1331,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1998,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,350000,2080,0,0,456,0,1,Heat Pump,Frame Vinyl,Drywall,2,Composition Shingle,2007,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,1200000,3738,0,1366,0,0,2,Hot Water Baseboard,Frame Siding,Drywall,3,Composition Shingle,1906,5,4,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-07,400900,2224,0,0,399,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-21,273375,1048,288,0,0,440,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1905,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-29,1100000,3392,0,0,924,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2017,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-29,410000,1692,0,0,522,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1968,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,540000,2240,0,0,882,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1994,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-17,187000,1112,160,840,240,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1940,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-17,239000,912,0,576,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1929,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-30,275000,1078,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1955,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-31,526400,2288,372,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-20,319391,1770,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1993,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-31,820000,2304,0,964,0,0,2,Forced Air,Frame Siding,Drywall,2,Formed Seam Metal,2007,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-29,738280,3325,0,0,622,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,564950,2306,0,324,420,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-31,325000,1040,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1918,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-31,385000,2174,304,0,616,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1925,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,370000,1910,0,0,472,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,570000,1764,0,0,0,480,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1920,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,615000,1541,0,1344,0,0,1,Forced Air,Masonry Common Brick,Drywall,1,Composition Shingle,1956,2,2,WF Salt,,SEWER/SEPTIC INSTALLED
2020-01-24,615000,1536,0,0,1168,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2009,1,2,WF Salt,,SEWER/SEPTIC INSTALLED
2020-01-23,333000,2402,0,0,608,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1977,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,762000,2905,0,0,735,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,322750,1126,0,0,684,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1988,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,388850,1408,0,0,484,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1993,3,3,,,SEWER/SEPTIC INSTALLED
